ID,date,daily_kwh,daily_mean_kw,daily_max_kw,n_steps,th_pdl,is_active_day,month,season
1704875583,2023-10-31,319.6,319.6,330.4,2,5895.679999999999,False,10,mid
1704875583,2023-11-01,13585.05,566.0437499999999,3291.2,48,5895.679999999999,True,11,mid
1704875583,2023-11-02,15903.3,662.6374999999999,3381.8,48,5895.679999999999,True,11,mid
1704875583,2023-11-03,13995.65,583.1520833333333,3447.7,48,5895.679999999999,True,11,mid
1704875583,2023-11-04,16513.45,688.0604166666667,3630.5,48,5895.679999999999,True,11,mid
1704875583,2023-11-05,14428.5,601.1875,3849.8,48,5895.679999999999,True,11,mid
1704875583,2023-11-06,14914.75,621.4479166666666,3417.7,48,5895.679999999999,True,11,mid
1704875583,2023-11-07,14230.65,592.94375,3595.8,48,5895.679999999999,True,11,mid
1704875583,2023-11-08,14841.45,618.3937500000001,3622.4,48,5895.679999999999,True,11,mid
1704875583,2023-11-09,14481.7,603.4041666666667,3832.7,48,5895.679999999999,True,11,mid
1704875583,2023-11-10,16454.2,685.5916666666667,3090.0,48,5895.679999999999,True,11,mid
1704875583,2023-11-11,21932.95,913.8729166666667,3570.6,48,5895.679999999999,True,11,mid
1704875583,2023-11-12,23836.65,993.19375,3102.0,48,5895.679999999999,True,11,mid
1704875583,2023-11-13,17286.35,720.2645833333332,3506.0,48,5895.679999999999,True,11,mid
1704875583,2023-11-14,15495.550000000001,645.6479166666667,2399.8,48,5895.679999999999,True,11,mid
1704875583,2023-11-15,18686.05,778.5854166666667,3161.0,48,5895.679999999999,True,11,mid
1704875583,2023-11-16,15464.15,644.3395833333333,2935.9,48,5895.679999999999,True,11,mid
1704875583,2023-11-17,15234.55,634.7729166666667,2600.5,48,5895.679999999999,True,11,mid
1704875583,2023-11-18,17144.4,714.35,2973.5,48,5895.679999999999,True,11,mid
1704875583,2023-11-19,15741.25,655.8854166666666,3329.9,48,5895.679999999999,True,11,mid
1704875583,2023-11-20,15959.45,664.9770833333333,3401.9,48,5895.679999999999,True,11,mid
1704875583,2023-11-21,17810.0,742.0833333333334,3216.3,48,5895.679999999999,True,11,mid
1704875583,2023-11-22,20760.7,865.0291666666667,3861.2,48,5895.679999999999,True,11,mid
1704875583,2023-11-23,19483.9,811.8291666666668,2779.7,48,5895.679999999999,True,11,mid
1704875583,2023-11-24,22120.0,921.6666666666666,2987.9,48,5895.679999999999,True,11,mid
1704875583,2023-11-25,25228.15,1051.1729166666667,3050.3,48,5895.679999999999,True,11,mid
1704875583,2023-11-26,28761.3,1198.3875,2943.7,48,5895.679999999999,True,11,mid
1704875583,2023-11-27,18479.45,769.9770833333333,2968.9,48,5895.679999999999,True,11,mid
1704875583,2023-11-28,17275.75,719.8229166666666,1965.9,48,5895.679999999999,True,11,mid
1704875583,2023-11-29,20647.8,860.3249999999999,2388.8,48,5895.679999999999,True,11,mid
1704875583,2023-11-30,16926.75,705.28125,2199.2,48,5895.679999999999,True,11,mid
1704875583,2023-12-01,19395.55,808.1479166666667,2797.8,48,5895.679999999999,True,12,winter
1704875583,2023-12-02,25501.85,1062.5770833333333,2327.3,48,5895.679999999999,True,12,winter
1704875583,2023-12-03,22132.6,922.1916666666666,3134.0,48,5895.679999999999,True,12,winter
1704875583,2023-12-04,22409.65,933.7354166666668,3286.9,48,5895.679999999999,True,12,winter
1704875583,2023-12-05,19062.95,794.2895833333333,3314.8,48,5895.679999999999,True,12,winter
1704875583,2023-12-06,22713.3,946.3874999999999,3109.0,48,5895.679999999999,True,12,winter
1704875583,2023-12-07,24587.7,1024.4875,3597.7,48,5895.679999999999,True,12,winter
1704875583,2023-12-08,23451.5,977.1458333333334,3281.9,48,5895.679999999999,True,12,winter
1704875583,2023-12-09,26400.3,1100.0125,3074.8,48,5895.679999999999,True,12,winter
1704875583,2023-12-10,23555.4,981.475,3080.2,48,5895.679999999999,True,12,winter
1704875583,2023-12-11,23940.65,997.5270833333334,2913.0,48,5895.679999999999,True,12,winter
1704875583,2023-12-12,31983.0,1332.625,2926.6,48,5895.679999999999,True,12,winter
1704875583,2023-12-13,31469.3,1311.2208333333333,3460.7,48,5895.679999999999,True,12,winter
1704875583,2023-12-14,33693.35,1403.8895833333333,3382.1,48,5895.679999999999,True,12,winter
1704875583,2023-12-15,35419.15,1475.7979166666667,3687.8,48,5895.679999999999,True,12,winter
1704875583,2023-12-16,38224.15,1592.6729166666667,3564.3,48,5895.679999999999,True,12,winter
1704875583,2023-12-17,44272.75,1844.6979166666667,3361.4,48,5895.679999999999,True,12,winter
1704875583,2023-12-18,35514.6,1479.7749999999999,3616.6,48,5895.679999999999,True,12,winter
1704875583,2023-12-19,29600.0,1233.3333333333333,3796.2,48,5895.679999999999,True,12,winter
1704875583,2023-12-20,38397.45,1599.89375,3570.8,48,5895.679999999999,True,12,winter
1704875583,2023-12-21,33535.25,1397.3020833333333,4447.4,48,5895.679999999999,True,12,winter
1704875583,2023-12-22,35783.55,1490.98125,3198.1,48,5895.679999999999,True,12,winter
1704875583,2023-12-23,33582.85,1399.2854166666666,4100.2,48,5895.679999999999,True,12,winter
1704875583,2023-12-24,35505.3,1479.3875,3181.2,48,5895.679999999999,True,12,winter
1704875583,2023-12-25,31738.05,1322.41875,3500.2,48,5895.679999999999,True,12,winter
1704875583,2023-12-26,34518.3,1438.2625,3409.0,48,5895.679999999999,True,12,winter
1704875583,2023-12-27,36694.65,1528.9437500000001,3316.3,48,5895.679999999999,True,12,winter
1704875583,2023-12-28,36733.5,1530.5625,3708.3,48,5895.679999999999,True,12,winter
1704875583,2023-12-29,29601.05,1233.3770833333333,3627.7,48,5895.679999999999,True,12,winter
1704875583,2023-12-30,34053.0,1418.875,3638.0,48,5895.679999999999,True,12,winter
1704875583,2023-12-31,34704.1,1446.0041666666666,3229.8,48,5895.679999999999,True,12,winter
1704875583,2024-01-01,35025.45,1459.39375,3496.2,48,5895.679999999999,True,1,winter
1704875583,2024-01-02,36679.45,1528.3104166666665,3261.2,48,5895.679999999999,True,1,winter
1704875583,2024-01-03,34111.1,1421.2958333333333,3243.5,48,5895.679999999999,True,1,winter
1704875583,2024-01-04,33318.1,1388.2541666666666,3367.4,48,5895.679999999999,True,1,winter
1704875583,2024-01-05,36787.7,1532.8208333333332,3562.1,48,5895.679999999999,True,1,winter
1704875583,2024-01-06,40702.5,1695.9375,3445.3,48,5895.679999999999,True,1,winter
1704875583,2024-01-07,38434.5,1601.4375,3348.0,48,5895.679999999999,True,1,winter
1704875583,2024-01-08,49665.35,2069.389583333333,3445.3,48,5895.679999999999,True,1,winter
1704875583,2024-01-09,61493.1,2562.2125,3445.3,48,5895.679999999999,True,1,winter
1704875583,2024-01-10,61927.75,2580.3229166666665,3445.3,48,5895.679999999999,True,1,winter
1704875583,2024-01-11,54578.5,2274.1041666666665,3864.5,48,5895.679999999999,True,1,winter
1704875583,2024-01-12,60414.95,2517.289583333333,3445.3,48,5895.679999999999,True,1,winter
1704875583,2024-01-13,63259.7,2635.820833333333,4566.3,48,5895.679999999999,True,1,winter
1704875583,2024-01-14,54029.4,2251.225,3445.3,48,5895.679999999999,True,1,winter
1704875583,2024-01-15,50074.4,2086.4333333333334,3948.1,48,5895.679999999999,True,1,winter
1704875583,2024-01-16,45408.1,1892.0041666666666,3741.5,48,5895.679999999999,True,1,winter
1704875583,2024-01-17,45708.25,1904.5104166666667,3458.8,48,5895.679999999999,True,1,winter
1704875583,2024-01-18,43716.6,1821.5249999999999,3445.3,48,5895.679999999999,True,1,winter
1704875583,2024-01-19,42925.299999999996,1788.5541666666666,3445.3,48,5895.679999999999,True,1,winter
1704875583,2024-01-20,44581.4,1857.5583333333334,3572.3,48,5895.679999999999,True,1,winter
1704875583,2024-01-21,44879.75,1869.9895833333333,3233.1,48,5895.679999999999,True,1,winter
1704875583,2024-01-22,43407.3,1808.6375,3328.0,48,5895.679999999999,True,1,winter
1704875583,2024-01-23,37521.65,1563.4020833333334,3214.1,48,5895.679999999999,True,1,winter
1704875583,2024-01-24,34076.7,1419.8625,3557.3,48,5895.679999999999,True,1,winter
1704875583,2024-01-25,35766.6,1490.2749999999999,3376.0,48,5895.679999999999,True,1,winter
1704875583,2024-01-26,33515.4,1396.4750000000001,3386.6,48,5895.679999999999,True,1,winter
1704875583,2024-01-27,36291.95,1512.1645833333332,3957.5,48,5895.679999999999,True,1,winter
1704875583,2024-01-28,36936.5,1539.0208333333333,3744.0,48,5895.679999999999,True,1,winter
1704875583,2024-01-29,35545.25,1481.0520833333333,3459.0,48,5895.679999999999,True,1,winter
1704875583,2024-01-30,35138.4,1464.1000000000001,3785.3,48,5895.679999999999,True,1,winter
1704875583,2024-01-31,34922.6,1455.1083333333333,4005.4,48,5895.679999999999,True,1,winter
1704875583,2024-02-01,33168.75,1382.03125,3242.7,48,5895.679999999999,True,2,winter
1704875583,2024-02-02,34385.9,1432.7458333333334,3604.4,48,5895.679999999999,True,2,winter
1704875583,2024-02-03,39299.95,1637.4979166666665,3278.4,48,5895.679999999999,True,2,winter
1704875583,2024-02-04,36800.0,1533.3333333333333,3578.9,48,5895.679999999999,True,2,winter
1704875583,2024-02-05,35432.299999999996,1476.345833333333,3414.1,48,5895.679999999999,True,2,winter
1704875583,2024-02-06,36457.6,1519.0666666666666,3758.7,48,5895.679999999999,True,2,winter
1704875583,2024-02-07,34931.85,1455.4937499999999,3570.7,48,5895.679999999999,True,2,winter
1704875583,2024-02-08,35603.25,1483.46875,3525.9,48,5895.679999999999,True,2,winter
1704875583,2024-02-09,33511.5,1396.3125,3368.3,48,5895.679999999999,True,2,winter
1704875583,2024-02-10,35923.3,1496.8041666666668,3131.0,48,5895.679999999999,True,2,winter
1704875583,2024-02-11,33691.25,1403.8020833333333,3332.5,48,5895.679999999999,True,2,winter
1704875583,2024-02-12,35283.4,1470.1416666666667,3544.0,48,5895.679999999999,True,2,winter
1704875583,2024-02-13,35025.2,1459.3833333333332,3168.2,48,5895.679999999999,True,2,winter
1704875583,2024-02-14,33017.7,1375.7375,3274.0,48,5895.679999999999,True,2,winter
1704875583,2024-02-15,32793.65,1366.4020833333334,4142.2,48,5895.679999999999,True,2,winter
1704875583,2024-02-16,37441.35,1560.0562499999999,4125.3,48,5895.679999999999,True,2,winter
